OBJECTID,objectid_1,vendor_name,vendor_city,vendor_state,vendor_zip_code,vendor_id
1567,1567,"SWEETGRASS BROADWAY, LLC",CHARLOTTE,NC,28211,34499
1568,1568,HIGHTOWER DISTRIBUTING CO,WEAVERVILLE,NC,28787,7051
1569,1569,UNITED STATES CELLULAR,ASHEVILLE,NC,28803,2723
1570,1570,SYSTEL BUSINESS EQUIPMENT,FAYETTEVILLE,NC,28303-0870,2391
1571,1571,NATIONAL LEAGUE OF CITIES,WASHINGTON,DC,20004,1890
1572,1572,"VAN WINKLE, BUCK, WALL, STARNES & DAVIS",ASHEVILLE,NC,28801,18621
1573,1573,PETROGEN INC,COLORADO SPRINGS,CO,80916,33526
1574,1574,SCOTTSDALE EMBASSY SUI,SCOTTSDALE,AZ,85253,33609
1575,1575,CITIZEN OBSERVER LLC,ST. PAUL,MN,55101,34359
1576,1576,"RUBBER FLOORING SYSTEMS, INC",KEMAH,TX,77565,34605
1577,1577,BRM INSTITUTE,ATLANTA,GA,30326,37854
1578,1578,HD SUPPLY WATERWORKS 1,ASHEVILLE,NC,28803,25952
1579,1579,DAVENPORT GROUP INC,LEWISBURG,TN,38459,27280
1580,1580,INTERNAT`L DOWNTOWN AS,WASHINGTON,DC,20006,30277
1581,1581,NSF - ISR,CHICAGO,IL,60686-0062,6573
1582,1582,EARTHTONE GRAPHICS,ASHEVILLE,NC,28801,954
1583,1583,COTTENWOOD CAFE,ASHEVILLE,NC,28801,10987
1584,1584,ARTS  & CRAFTS HOMES,PALM COAST,FL,32142-0235,11983
1585,1585,"ADW ARCHITECTS, PA",CHARLOTTE,NC,28217,13938
1586,1586,"AMANO MCGANN, INC.",ROSEVILLE,MN,55113,34004
1587,1587,STACKCOMME  SC  POPULA,LOS ANGELES,CA,90291,35000
1588,1588,NATIONAL CONTROL DEVIC,OSCEOLA,MO,64776,38332
1589,1589,UNDERGRAD ADMISSIONS C,03362854124,NC,27411,28594
1590,1590,TRAFFIC LOGIX CORPORATION,SPRING VALLEY,NY,10977,33672
1591,1591,ANDY OXY COMPANY INC,ASHEVILLE,NC,28816-6389,21
1592,1592,"BELOV, SERGEY",CHARLOTTE,NC,28210,21910
1593,1593,POLICE EXECUTIVE RESEA,WASHINGTON DC,DC,20036,23244
1594,1594,THE CHOCOLATE FETISH,ASHEVILLE,NC,28801,26825
1595,1595,DV  10188591-1DOVRSDL,LITTLETON,MA,01460,32736
1596,1596,SP   LAEGENDARY,SHERIDAN,WY,82801,36228
1597,1597,"MCKENNA, SHAWN FRANCIS",CLAYTON,NC,27527,27074
1598,1598,IWANNA ONLINE,ASHEVILLE,NC,28801,28159
1599,1599,INTERNATIONAL MOUNTAIN,BOULDER,CO,803012494,28402
1600,1600,IDOA WASHINGTON PA,INDIANAPOLIS,IN,46204,28408
1601,1601,NITE IZE,BOULDER,CO,80301,29487
1602,1602,"WGI, INC",WEST PALM BEACH,FL,33411,31402
1603,1603,MOUNTAIN BIZWORKS INC,ASHEVILLE,NC,28801,7947
1604,1604,OMNI JACKSONVILLE FRON,JACKSONVILLE,FL,322024417,32630
1605,1605,NCAUG,RALEIGH,NC,27699,33964
1606,1606,INTERNATIONAL TRANSACTION,CITY,ST,12345,35587
1607,1607,"ESO SOLUTIONS,INC",DALLAS,TX,75267-9449,35630
1608,1608,INTERNATIONAL TRANSACTION,CITY,ST,0,38581
1609,1609,"STAMEY, JAMIE",LEICESTER,NC,28748,25597
1610,1610,HAMPTON INN-RALEIGH NO,RALEIGH,NC,27616,25800
1611,1611,"CAVENAUGH, AMANDA LYNN",CANDLER,NC,28715,27761
1612,1612,FIREMEN'S & RESCUE SQD WRKRS P,RALEIGH,NC,27603-1385,1896
1613,1613,ASHEVILLE GREENWORKS,ASHEVILLE,NC,28806,2142
1614,1614,GREENVILLE COUNTY SHERIFF'S DEPARTMENT,GREENVILLE,SC,,25451
1615,1615,SPRAYER DEPOT,ORLANDO,FL,32810,25946
1616,1616,ADDSEARCH,HELSINKI,DU,00100,36025
1617,1617,FATZ ASHEVILLE,ASHEVILLE,NC,28806,36271
1618,1618,CLASSROOM ESSENTIALS O,CANTON,GA,30115,27861
1619,1619,NOB HILL HOTEL,SAN FRANCISCO,CA,94109,30861
1620,1620,HAMPTON INNS,DECATUR,AL,356015515,32189
1621,1621,THE PRIVATE CLIENT LAW,ATLANTA,GA,303093604,33025
1622,1622,PAC-SUPPLY,SANTA CRUZ,CA,950606461,33271
1623,1623,TAPEJUNGLE.COM,MIAMI SPRINGS,FL,33166,35192
1624,1624,PIZZA HUT #031174,SIMPSONVILLE,SC,29680,25305
1625,1625,BREWER CO INC,HUNTERSVILLE,NC,280780000,25551
1626,1626,ALL A BOARD INC,RICHMOND,VA,23223,26387
1627,1627,"ASCO POWER SERVICES, INC",FLORHAM PARK,NJ,07932,28846
1628,1628,PENC LEADERSHIP INSTITUTE,RALEIGH,NC,27607,29387
1629,1629,PASSION PLANNER,NATIONAL CITY,CA,91950,31797
1630,1630,RICHARD L. MOODY,HARRISBURG,NC,28075,36420
1631,1631,"INSTA ANSWER,LLC",CORAL SPRINGS,FL,33076,36666
1632,1632,PHOTO NUTS AND BOLTS C,NORTH BLACKBU,VI,3130,37207
1633,1633,SITEWORK STUDIOS,ASHEVILLE,NC,28801,6842
1634,1634,URBAN TRANSPORTATION ASSOCIATES,CINCINNATI,OH,45226,18415
1635,1635,CARYN HANNA,ASHEVILLE,NC,28806,33237
1636,1636,SUPER 8 - SALISBURY,SALISBURY,NC,28146,34233
1637,1637,NFHS LEARN.COM COURSE,INDIANAPOLIS,IN,46204,34897
1638,1638,DANIKA DAVIDSON,ASHEVILLE,NC,28806,37316
1639,1639,BANJOE REALTY,ASHEVILLE,NC,28803,37814
1640,1640,COMFORT INN & SUITES,MORGANTON,NC,28655,38810
1641,1641,GOLDEN CORRAL 586,HICKORY,NC,28602,25079
1642,1642,MCM ELECTRONICS INC,DAYTON,OH,45459,26573
1643,1643,BULLEX INC,ALBANY,NY,12203,27071
1644,1644,HOME2 SUITES BY HILTON,GREENSBORO,NC,27409,27237
1645,1645,TESSCO INC,HUNT VALLEY,MD,21031-1494,7910
1646,1646,JOSEPH NAJDZION,ASHEVILLE,NC,28801-1308,34376
1647,1647,PAYPRO PROXIFIER,NEW YORK,NY,10014,38667
1648,1648,BLACK MOUNTAIN NEWS ,BLACK MTN,NC,28711,25222
1649,1649,HOTELBOOKINGSERVFEE,LEHI,UT,84043,26716
1650,1650,PAPAS PIZZA,ASHEVILLE,NC,28806,30011
1651,1651,SOLE INN SUITES,PENSACOLA,FL,32502,30675
1652,1652,CARLETON COLLINS ARCHITECTURE PLLC,ASHEVILLE,NC,28806,32169
1653,1653,BIKEWALKNC,CARY,NC,27512,33214
1654,1654,SAFE SOFTWARE INC,SURREY,BC,V3T OM1,8551
1655,1655,EMMA BUS LINES,ASHEVILLE,NC,28813-5427,891
1656,1656,"REI ENGINEERS, INC.",CHARLOTTE,NC,28262,11797
1657,1657,"THE MARWIN GROUP, INC.",FLETCHER,NC,28732,15378
1658,1658,MATTHEWS SPECIALTY,GREENSBORO,NC,27409,27449
1659,1659,MAGNETS,BURLESON,TX,76107,31030
1660,1660,EVERYTHINGHONDAOFFROAD,APPLETON,WI,54914,36440
1661,1661,JOSHS FROGS,OWOSSO,MI,48867,38100
1662,1662,"CLARKE POWER SERVICES, INC.",GREENSBORO,NC,27409,16374
1663,1663,VARIDESK,COPPELL,TX,75019,21120
1664,1664,"COATES, BERNARD     ",MARS HILL,NC,,25199
1665,1665,"MUNICIPAL EMERGENCY SERVICES, INC.",SOUTHBURY,CT,06488,5823
1666,1666,KUSTOM SIGNALS INC,LENEXA,KS,66219,3118
1667,1667,FASTMED URGENT CARE CO,CLAYTON,NC,27520,34090
1668,1668,WWW.DOODLE.COM,ZURICH,DU,8004,35750
1669,1669,"PEN-LINK,LTD",LINCOLN,NE,68516,37459
1670,1670,DeSpain & Associates Inc.,Irving,TX,75038,24844
1671,1671,HAMPTON INNS,HICKORY,NC,28602,27094
1672,1672,VISPRONET,MECHANICSBURG,PA,17055,32049
1673,1673,GRAND HYATT WASHINGTON,WASHINGTON,DC,20001,34041
1674,1674,I A T S E LOCAL 278,ASHEVILLE,NC,28802-2071,3353
1675,1675,ITNL ASSOC OF FIRE CHIEFS,FAIRFAX,VA,22030,10592
1676,1676,DEERE & COMPANY,CARY,NC,27513,22829
1677,1677,BEST WESTERN HOTELS,COLUMBIA,SC,29210,25740
1678,1678,NCTI,PHOENIX,AZ,85004,28070
1679,1679,RESTOCON CORPORATION,TAMPA,FL,33619,31983
1680,1680,JT & A,CHANTILLY,VA,20171,32149
1681,1681,AUTOMATECH INC,PLYMOUTH,MA,023607243,34396
1682,1682,ADS INC,VIRGINIA BEACH,VA,234527448,36726
1683,1683,"SEPI ENGINEERING & CONSTRUCTION, INC.",RALEIGH,NC,27603,12773
1684,1684,STICKERYOU.COM,EUREKA,ON,95503,33921
1685,1685,MCDONALD'S F4991,GRAHAM,NC,27253,35919
1686,1686,FORMSITE.COM,DOWNERS GROVE,IL,605153419,36085
1687,1687,PROTECH PRODUCTS INC.,SANFORD,FL,32771,36460
1688,1688,KORNERSTONE KAFE INC,WAYNESVILLE,NC,28786,36583
1689,1689,"TARHEEL PAVING & ASPHALT CO., INC",HENDERSONVILLE,NC,28792,37124
1690,1690,SHEALYS TRUCK CENTER,DUNCAN,SC,29334,26765
1691,1691,OPEN MRI OF ASHEVILLE,ASHEVILLE,NC,28803,27263
1692,1692,NATURE-WATCH,AGOURA HILLS,CA,91301,27804
1693,1693,MARION TAILGATE MARKET,MARION,NC,28752,28468
1694,1694,STONEY KNOLL GARDE,SEARSPORT,ME,04974,29968
1695,1695,MCKESSON MEDICAL-SURGICAL GOVERNMENT SOLUTIONS,HENRICO,VA,23233,1810
1696,1696,SMART FELLER TREE WORKS LLC,ASHEVILLE,NC,28801,23868
1697,1697,BURKES OUT,MARION,NC,28752,26032
1698,1698,CASUAL MALE #9568,ASHEVILLE,NC,28805,35770
1699,1699,SP   WIRED4SIGNS USA,KNOXVILLE,TN,37912,36603
1700,1700,SWITCH N GO LLC,SEAGERTOWN,PA,16433,37857
1701,1701,RESIDENCE INN RALEIGH,RALEIGH,NC,27601,37934
1702,1702,IEBA,NASHVILLE,TN,37203,27778
1703,1703,FAIRFIELD INN&SUITES D,DURHAM,NC,27713,29278
1704,1704,LAKE LURE TOURS BEACH,LAKE LURE,NC,28746,30111
1705,1705,LWC-SVCFEE,LOUISVILLE,KY,40202,32524
1706,1706,DOSAN CORP,INDIAN TRAIL,NC,28079,33188
1707,1707,CBL & ASSOCIATES LIMITED PARTNERSHIP,CHATTANOOGA,TN,37421-6000,34021
1708,1708,SOUTHERN CONCRETE,ASHEVILLE,NC,28813,38
1709,1709,"ASHEVILLE DESIGN CENTER, INC.",ASHEVILLE,NC,28802,9235
1710,1710,"BRIGMAN ELECTRIC SALES AND SERVICE, LLC",CANTON,NC,28716,20473
1711,1711,YAGOOD TECHNOLOGY,HONG KONG,HK,999077,34588
1712,1712,HEARTLAND CUST SOLUTIO,LEAWOOD,KS,66224,35252
1713,1713,"ROBERT ELIJAH THOMAS, JR.",ASHEVILLE,NC,28803,37416
1714,1714,SUBWAY        00057687,ASHEVILLE,NC,28805,28096
1715,1715,HILTON GARDEN INN DENV,DENVER,CO,80237,29842
1716,1716,DO SUPPLY INC,RALEIGH,NC,27603,32006
1717,1717,A L ODOM LOCKSMITHS INC,ASHEVILLE,NC,28803,8259
1718,1718,TEG ENTERPRISES INC.,GREENVILLE,TN,37745,6599
1719,1719,CIVIL DESIGN CONCEPTS PA,ASHEVILLE,NC,28805,10927
1720,1720,"EDUCATION & TRAINING SERVICES, LLC",SALT LAKE CITY,UT,84110,12338
1721,1721,D-BAT ASHEVILLE,ASHEVILLE,NC,28803,32318
1722,1722,BLACK ENTERPRISE,NEW YORK,NY,10016,32567
1723,1723,THE CLEANING LADY,ASHEVILLE,NC,28804,32816
1724,1724,EXTREMETACTICALDYNAMIC,JUPITER,FL,33458,35899
1725,1725,FAMOUSFOOTWEAR#3293,ASHEVILLE,NC,28806,36148
1726,1726,NESCO AMHARV,CHASKA,MN,55318,25073
1727,1727,CHILI'S WAKE FOREST,WAKE FOREST,NC,27587,27243
1728,1728,LOGOS INC,STANLEY,NC,28164,27990
1729,1729,RC REPAIRCLINIC.COM,CANTON TOWNSHIP,MI,48188,28239
1730,1730,DELTA POWER EQUIPMENT,ANDERSON,SC,29626,29650
1731,1731,DAN ENTERPRISES TEAM LLC,MIAMI,FL,33166,31571
1732,1732,THE AWARDS CENTER INC,ARDEN,NC,28704,21243
1733,1733,SPROUSE AUTO GLASS,WEAVERVILLE,NC,28787,23413
1734,1734,SAFE KIDS WORLDWIDE,NEW YORK,NY,10115,7867
1735,1735,A-AMERICAN ELECTRIC INC,FLETCHER,NC,28732,4535
1736,1736,LIQUID HANDLING EQUIPMENT,CHARLOTTE,NC,28266-8525,4037
1737,1737,N C WATER TREATMENT OPERATORS BOARD,RALEIGH,NC,27626-0595,1916
1738,1738,JCI JONES CHEMICALS INC.,SARASOTA,FL,34236,12195
1739,1739,COAXRF.COM,SANTA CLARITA,CA,91355,37665
1740,1740,TEST COMPANY 0107,ASHEVILLE,NC,28801,38661
1741,1741,ENGINEERSUPPLY LLC,EVINGTON,VA,24550,30005
1742,1742,FAHRENHEIT 828,ASHEVILLE,NC,28803,31714
1743,1743,SPEAKWRITE LLC,AUSTIN,TX,78730,32710
1744,1744,SP   DBDPET,SUMMIT,NJ,07092,34333
1745,1745,WAGNER COMPANIES,ILWAUKEE,WI,53224,34880
1746,1746,HID GLOBAL CORPORATION,AUSTIN,TX,78753,36503
1747,1747,EAST FORK POTTERY,MARSHALL,NC,28753,27884
1748,1748,IWRC INTL WILDLIFE REH,EUGENE,OR,97403,29507
1749,1749,"SOUTHERN BURGLAR ALARM CO, INC.",HENDERSONVILLE,NC,28792,2308
1750,1750,BONITA L. KING,ASHEVILLE,NC,28806,22617
1751,1751,YELLOW ROSE PRODUCTIONS INC,PARK CITY,UT,84098,34190
1752,1752,FARBER SPECIALTY VEHICLES INC,REYNOLDSBURG,OH,43068,38355
1753,1753,THEEVENTSCALPLUGINS,8318547649,MI,48917,38604
1754,1754,ADVANSTAR COMMUNICATIO,DULUTH,MN,55802,25285
1755,1755,AMC RIVER HILLS 10,LEAWOOD,KS,66211,28866
1756,1756,KIDDE FIRE TRAINERS,MONTVALE,NJ,07645,29613
1757,1757,N82 TACTICAL INC,LEXINGTON,NC,27292,29862
1758,1758,TOOLFETCH,ELMSFORD,NY,10523,29948
1759,1759,"FINDLEY, ANDREW P",ASHEVILLE,NC,28806,34027
1760,1760,CAROLINA CORNERSTONE CONSTRUCT,ASHEVILLE,NC,28816,585
1761,1761,"PALERMO UNITY, LLC",FAIRVIEW,NC,28730,18893
1762,1762,RESOLVE CONSULTING LLC,ASHEVILLE,NC,28806,37336
1763,1763,CYBERWELD,LINDEN,NJ,07036,25926
1764,1764,INTERCONTINENTAL DALLA,ADDISON,TX,75001,26012
1765,1765,DC TAXI F755,WASHINGTON,DC,20002,27008
1766,1766,HR CERTIFICATION INSTI,ALEXANDRIA,VA,223143456,30340
1767,1767,BEST WESTERN HOTEL,KNOXVILLE,TN,37914,30881
1768,1768,BEAUFORT HOTEL ASCEND,BEAUFORT,NC,28516,32959
1769,1769,ASHEVILLE AREA ARTS COUNCIL,ASHEVILLE,NC,28802,685
1770,1770,JIM CAMPEN TRAILER SALES,FLETCHER,NC,28732,1432
1771,1771,HALL SIGNS,BLOOMINGTON,IN,47404,1183
1772,1772,DANA SAFETY SUPPLY,GREENSBORO,NC,27409,15833
1773,1773,WHITE PENNY INC.,FLETCHER,NC,28732,37479
1774,1774,VERSALIFT FORESTRY,SHELBY,NC,281527939,37728
1775,1775,Bill Young Producti,SUGAR LAND,TX,77478,28823
1776,1776,AMERICAN CONSERVATION EXPERIENCE,FLAGSTAFF,AZ,86001,29072
1777,1777,SWEET TEES,LOUISBURG,NC,27549,30738
1778,1778,RELIX MEDIA GROUP LLC.,NEW YORK,NY,10001,32653
1779,1779,WHITE WATER ATLANTA,MARIETTA,GA,30062,32902
1780,1780,NEXTREQUEST CO.,SAN FRANCISCO,CA,94104-5401,37230
1781,1781,PRECISION GRAPHICS,BLACK MTN,NC,28711,22325
1782,1782,PHOENIX LIMITED PARTNE,RALEIGH,NC,27602,26410
1783,1783,BLUE LIGHT LLC      ,FAYETTEVILE,NC,28312,26659
1784,1784,"DANIELS BUSINESS SERVICES, INC.",ASHEVILLE,NC,28802-0040,791
1785,1785,PRIME TIME DESIGNS INC.,ASHEVILLE,NC,28806,16480
1786,1786,MILLS RIVER PARTNERSHIP,MILLS RIVER,NC,28759,18103
1787,1787,HOLIDAY INN EXPRESS &,RALEIGH,NC,27610,28966
1788,1788,INTERNATIONAL TRANSACTION,CITY,ST,12345,35956
1789,1789,FLORIDA RECREATION AND,TALLAHASSEE,FL,32301,38120
1790,1790,BHMEDWEAR,NEW YORK CITY,NY,11223,31087
1791,1791,CUES,ORLANDO,FL,32805,31130
1792,1792,CLAIM ADJ/SHELL 100026650,TAMPA,FL,33619,32753
1793,1793,GOOGLE DOMAINS,MOUNTAIN VIEW,CA,94043,33294
1794,1794,FARO TECHNOLOGIES INC,LAKE MARY,FL,32746,33792
1795,1795,MOUNTAIN GOATSCAPES,BARNARDSVILLE,NC,28709,34917
1796,1796,COMFORT SUITES,WINSTON SALEM,NC,27103,28282
1797,1797,CRISIS SYSTEMS MANAGEM,LEBANON,MO,65536,38853
1798,1798,WILD WOK ASIAN BISTRO,ASHEVILLE,NC,28805,29115
1799,1799,HAMPTON INN ATLANTA CO,CONYERS,GA,300135039,29364
1800,1800,STICKER MULE,NEW YORK CITY,NY,10003,30197
1801,1801,MCDONALD'S F5805,HENDERSONVILLE,NC,28739,30446
1802,1802,RIVER FRONT DEVELOPMENT GROUP,ASHEVILLE,NC,28803,33443
1803,1803,"USS ISS AGENCY, LLC",HUNTERSVILLE,NC,28078,33692
1804,1804,CLASSIC EVENT RENTAL INC,ASHEVILLE,NC,28806,7575
1805,1805,UNITED WAY OF ASHEVILLE & BUNC,ASHEVILLE,NC,28801,2706
1806,1806,POWERDMS INC,ORLANDO,FL,32801,9198
1807,1807,CRESCENT HEALTH SERVICES,ASHEVILLE,NC,28806,12444
1808,1808,EARTH GUILD,ASHEVILLE,NC,28801,31379
1809,1809,KINGSPORT FIREFIGHTERS ASSOCIATION LOCAL 2270,KINGSPORT,TN,37660,31920
1810,1810,INTERNATIONAL TRANSACTION,CITY,IN,12345,34625
1811,1811,SECURITY CENTRAL,STATESVILLE,NC,28677,36248
1812,1812,"SIMPLE COMMUNICATIONS TECHNOLOGIES, LLC",HARRISBURG,NC,28075,37330
1813,1813,"SOUTH CAROLINA TELECOMMUNICATIONS GROUP HOLDINGS,",COLUMBIA,SC,29201,25428
1814,1814,Village Wayside Bar &,ASHEVILLE,NC,28803,26510
1815,1815,M & J FOOD STORE INC 3,ASHEVILLE,NC,28805,27592
1816,1816,Diamondback 4x00 OF 00,SWANNANOA,NC,28778,28674
1817,1817,FIRST TRANSIT INC,CINCINNATI,OH,45202,8514
1818,1818,MADDEN ACE HARDWARE,SWANNANOA,NC,28778,20917
1819,1819,TOMS BBQ & CATERING,GREENVILLE,SC,29607,33320
1820,1820,MASON JAR MEDIA,ASHEVILLE,NC,28814,34316
1821,1821,UNIVERSAL CYCLES,PORTLAND,OR,97214,34648
1822,1822,THE 5S STORE,PEPPERELL,MA,01463,35312
1823,1823,SP   LYCUS.STORE,SUNNYVALE,CA,94086,38561
1824,1824,HAMPTON INN HUNTERSVIL,HUNTERSVILLE,NC,28078,38893
1825,1825,CALENDLY LLC,ATLANTA,GA,30305,26822
1826,1826,CONVERGENT NONPROFIT SOLUTIONS,ATLANTA,GA,30339,30071
1827,1827,COLWICK TRAVEL,DALLAS,TX,75240,30403
1828,1828,"THE CHARLES MACHINE WORKS, INC.",PERRY,OK,73077,30735
1829,1829,SP   RING USA,SANTA MONICA,CA,90404,31067
1830,1830,RESEARCH ASSOCIATES LA,DALLAS,TX,75244,31399
1831,1831,TWO WAY RADIO GEAR,FORT PIERCE,FL,34945,25494
1832,1832,METRO 093-NAT AIRPRT N,ARLINGTON,VA,22204,25826
1833,1833,METROPOLITAN SEWERAGE DISTRICT,ASHEVILLE,NC,28804,1707
1834,1834,UNITED SAW & TOOL CO,ASHEVILLE,NC,28803,2703
1835,1835,BEVERLY GRANT BARNHILL A 50-50 JOINT VENTURE,ROCKY MOUNT,NC,27804,26513
1836,1836,LAS VEGAS SUPERSHUTTLE,LAS VEGAS,NV,89118,26845
1837,1837,HOLIDAY INN EXPRESS,ALBERMARLE,NC,28001,35003
1838,1838,SPECIALIZED PROF SVCS,WASHINGTON,PA,15301,35667
1839,1839,MUSIC CITY SUPPLY INC,BELLEAIR BLUF,FL,33770,27509
1840,1840,"KINDER, LAWRENCE L",OVERLAND PARK,KS,66212,27841
1841,1841,GERALDINE'S BAKERY,ASHEVILLE,NC,28804,29052
1842,1842,"CODE FOR AMERICA, CFA",SAN FRANCISCO,CA,94103-2994,30380
1843,1843,PARDEE URGENT CARE,CHAPEL HILL,NC,275142279,30712
1844,1844,SLEEP INN CHARLOTTE,CHARLOTTE,NC,28217,34007
1845,1845,"SUNSHINE EMPLOYMENT RESOURCES, INC",ASHEVILLE,NC,28801,9132
1846,1846,SKY CLEAN INC.,ASHEVILLE,NC,28806,20702
1847,1847,CITIZENS FUEL COMPANY,ASHEVILLE,NC,28802,37187
1848,1848,INTERNATIONAL TRANSACTION,CITY,ST,0,37851
1849,1849,CRYSTAL MARKET MINING,BREVARD,NC,28712,38183
1850,1850,"SMITH, STACIE       ",ASHEVILLE,NC,28806,24452
1851,1851,NSG GALETON GLOVES,FOXBOROUGH,MA,02035,25116
1852,1852,FAIRFIELD INN & SUITES,ASHEVILLE,NC,28806,25448
1853,1853,RACE FORWARD,NEW YORK,NY,10022,30781
1854,1854,WWW.EXITCERTIFIED.COM,SACRAMENTO,CA,95826,31777
1855,1855,PENCARINHA INC,CANTON,NC,28716,36022
1856,1856,SNOW CREEK LANDSCAPING LLC,ARDEN,NC,28704,4077
1857,1857,CHARTER COMMUNICATIONS,ASHEVILLE,NC,28803,4200
1858,1858,MAIL MANAGEMENT SERVICES,ASHEVILLE,NC,28802-7557,3204
1859,1859,"MCCAIN SALES OF FLORIDA, INC.",FT. PIERCE,FL,34947,15438
1860,1860,"GLOBAL INFECTION CONTROL CONSULTANTS, LLC",BLUFFTON,SC,29910-3407,19188
1861,1861,BAM ELGL,WEST LINN,OR,97068,31754
1862,1862,"DAVEY RESOURCE GROUP, INC.",KENT,OH,44240,32418
1863,1863,WXPROOFING LLC,GREENSBORO,NC,27409,36500
1864,1864,SEAMAN CORPORATION,3302025966,OH,44691,38037
1865,1865,"BECKER, KRISTIN MARIE",ASHEVILLE,NC,28806,25471
1866,1866,SEMAC,CHARLOTTE,NC,28212,25803
1867,1867,ASSOCIATION OF PERFORM,WASHINGTON,DC,200065518,30094
1868,1868,ALFRED BENESCH & COMPANY,CHICAGO,IL,60601,30426
1869,1869,FITZPATRICK MANHATTAN,NEW YORK,NY,10022,31090
1870,1870,GLOBAL EQUIPMENT COMPANY INC,CHICAGO,IL,60673-1298,7758
1871,1871,INFINITY SYSTEMS,LEICESTER,NC,28748,10343
1872,1872,SP   THE CROWD CONTROL,ST PETERSBURG,FL,33702,35149
1873,1873,KINETISCAPE MEDIA INC,ASHEVILLE,NC,28806,38398
1874,1874,JJS TIRE & WHEEL,ASHEVILLE,NC,28801,28906
1875,1875,"UNITED ELEVATOR SERVICES, LLC",KNOXVILLE,TN,37901,30240
1876,1876,"RENEWABLE DESIGN ASSOCIATES, LLC",ASHEVILLE,NC,28806,31568
1877,1877,HOT SPOT 5002,ASHEVILLE,NC,28806,32819
1878,1878,DRI-STICK DECAL CORPORATION,STREAMWOOD,IL,60107,33483
1879,1879,"DOVER CRANE & CONSTRUCTION, INC.",ASHEVILLE,NC,28806,34485
1880,1880,TRANSTECH SYSTEMS   ,SCHENECTADY,NY,12304,24993
1881,1881,LEE MART,GREENSBORO,NC,27409,26991
1882,1882,REGION IV NATIONAL COMMUNITY DEVELOPMENT ASSOC,KINGSPORT,TN,37660,28242
1883,1883,"CARPENTER, JOSH",CANTON,NC,28716,28319
1884,1884,"GRAHAM COUNTY LAND COMPANY, LLC",ROBBINSVILLE,NC,28771,18478
1885,1885,"HAREN CONSTRUCTION COMPANY, INC.",ETOWAH,TN,37331,20771
1886,1886,ASHEVILLE SCREEN PRINTING,ASHEVILLE,NC,28806,24306
1887,1887,HOUSE OF ANTIQUE HARDW,PORTLAND,OR,97232,33798
1888,1888,TELE-PAK CARD PRINTING,MONSEY,NY,10952,37419
1889,1889,JOHN THOMAS MERCK,ASHEVILLE,NC,28801,38747
1890,1890,QUALITY EQUIPMENT SO,CAMPOBELLO,SC,29322,25093
1891,1891,ASAKA AUTHENTIC JAPANE,ASHEVILLE,NC,288032557,25634
1892,1892,MOBILE COMMUNICATIONS AMERICA INC,SPARTANBURG,SC,29306,27632
1893,1893,EMBASSY KINGSTON PLANT,MYRTLE BEACH,SC,295725266,29593
1894,1894,CONGRESS FOR THE NEW U,CHICAGO,IL,60604,32132
1895,1895,"CFWEBMASTERS.COM, INC.",WILMINGTON,NC,28403,11548
1896,1896,TYLER BUSINESS FORMS,TARRYTOWN,NY,10591,17545
1897,1897,INTERNATIONAL ASSOC. OF VENUE MANAGERS INC.,COPPELL,TX,75019,18455
1898,1898,CUSTOM WOODWORKS    ,MILLS RIVER,NC,28759,20376
1899,1899,HAMPTON INN JACKSONVIL,JACKSONVILLE,FL,32256,29029
1900,1900,CHEVRON 0359231,SAN JOSE,CA,95110,38352
1901,1901,ROADIE,SUWANEE,GA,30024,38939
1902,1902,MADGE TECH,WARNER,NH,03278,27701
1903,1903,MCKISSOCK LP,WARREN,PA,16365,28365
1904,1904,NORTH CAROLINA PERMITTING PERSONNEL ASSOC.,MORGANTON,NC,28680,11030
1905,1905,WEX BANK,CAROL STREAM,IL,60197,18186
1906,1906,SCHELDE SPORTS,SAINT JOHNS,MI,48879,34293
1907,1907,"SLG PROPERTIES, LLC",ASHEVILLE,NC,28806,34416
1908,1908,"MED-ENG,LLC",OGDENSBURG,NY,13669,34834
1909,1909,TENNESSEE FIRE EQUIPME,CHATTANOOGA,TN,37421,34957
1910,1910,ART.COM/ALLPOSTERS.COM,OAKLAND,CA,94608,27555
1911,1911,CENTRAL REST PRODUCTS,INDIANAPOLIS,IN,46268,27678
1912,1912,HOLIDAY INN SAVANNAH H,SAVANNAH,GA,31401,32424
1913,1913,CPR CELL PHONE REPAIR,CHARLOTTE,NC,28209,32965
1914,1914,KANUGA CONFERENCES INC,HENDERSONVILLE,NC,28739,33088
1915,1915,SHANGHAI DUMPLING HOUS,ASHEVILLE,NC,28801,34170
1916,1916,CHURCH & DWIGHT COMPANY INC,EWING,NJ,08628,765
1917,1917,YMI CULTURAL CENTER,ASHEVILLE,NC,28802,2935
1918,1918,MASS GROUP INC,MIAMI,FL,33166,8923
1919,1919,ULINE,PLEASANT PRAIRIE,WI,53158,11840
1920,1920,FIREHOUSE SUBS #85,GASTONIA,NC,28054,28737
1921,1921,"TRAFFIC PLANNING AND DESIGN, INC.",POTTSTOWN,PA,19464,31405
1922,1922,JAMES P. BROWN,ATLANTA,GA,30303,32733
1923,1923,JOHN ROGERS CONSTRUCTION,BREVARD,NC,28712,33065
1924,1924,SPRINKLER WAREHOUSE,HOUSTON,TX,77095,36563
